ID	date	siteID	elevation_m_asl	blockID	warming	individual_nr	species	trait	value	flowering	comment	problem	flag
BND1925	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Carex bigelowii	wet_mass_g	0.0165	NA	NA	NA	NA
BND1925	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Carex bigelowii	dry_mass_g	0.0059	NA	NA	NA	NA
BND1925	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Carex bigelowii	leaf_area_cm2	0.9415	NA	NA	NA	NA
BND1925	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Carex bigelowii	leaf_thickness_mm	0.171	NA	NA	NA	NA
BND1925	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Carex bigelowii	ldmc	0.35757575757575755	NA	NA	NA	NA
BND1925	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Carex bigelowii	sla_cm2_g	159.5762711864407	NA	NA	NA	NA
BLW1994	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Carex bigelowii	plant_height_cm	7.6	NA	NA	NA	NA
BLW1994	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Carex bigelowii	wet_mass_g	0.0185	NA	NA	NA	NA
BLW1994	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Carex bigelowii	dry_mass_g	0.00553333333333333	NA	NA	NA	NA
BLW1994	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Carex bigelowii	leaf_area_cm2	1.2383333333333333	NA	NA	NA	NA
BLW1994	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Carex bigelowii	leaf_thickness_mm	0.15333333333333335	NA	NA	NA	NA
BLW1994	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Carex bigelowii	ldmc	0.29909909909909915	NA	NA	NA	NA
BLW1994	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Carex bigelowii	sla_cm2_g	223.79518072289153	NA	NA	NA	NA
BLC4647	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Carex bigelowii	plant_height_cm	4.5	NA	NA	NA	NA
BLC4647	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Carex bigelowii	wet_mass_g	0.02456666666666666	NA	NA	NA	NA
BLC4647	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Carex bigelowii	dry_mass_g	0.008	NA	NA	NA	NA
BLC4647	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Carex bigelowii	leaf_area_cm2	1.3873333333333333	NA	NA	NA	NA
BLC4647	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Carex bigelowii	leaf_thickness_mm	0.1673333333333333	NA	NA	NA	NA
BLC4647	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Carex bigelowii	ldmc	0.3256445047489824	NA	NA	NA	NA
BLC4647	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Carex bigelowii	sla_cm2_g	173.41666666666666	NA	NA	NA	NA
BOO6063	2022-07-24	Ulvehaugen	1208	Ulv_6	C	4	Poa alpina	plant_height_cm	3.4	NA	NA	NA	NA
BOO6063	2022-07-24	Ulvehaugen	1208	Ulv_6	C	4	Poa alpina	wet_mass_g	0.02375	NA	NA	NA	NA
BOO6063	2022-07-24	Ulvehaugen	1208	Ulv_6	C	4	Poa alpina	dry_mass_g	0.00845	NA	NA	NA	NA
BOO6063	2022-07-24	Ulvehaugen	1208	Ulv_6	C	4	Poa alpina	leaf_area_cm2	1.4095	NA	NA	NA	NA
BOO6063	2022-07-24	Ulvehaugen	1208	Ulv_6	C	4	Poa alpina	leaf_thickness_mm	0.14066666666666666	NA	NA	NA	NA
BOO6063	2022-07-24	Ulvehaugen	1208	Ulv_6	C	4	Poa alpina	ldmc	0.3557894736842105	NA	NA	NA	NA
BOO6063	2022-07-24	Ulvehaugen	1208	Ulv_6	C	4	Poa alpina	sla_cm2_g	166.80473372781066	NA	NA	NA	NA
BLS3940	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Avenella flexuosa	plant_height_cm	11.2	NA	NA	NA	NA
BLS3940	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Avenella flexuosa	wet_mass_g	0.0182	NA	NA	NA	NA
BLS3940	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Avenella flexuosa	dry_mass_g	0.00543999999999999	NA	NA	NA	NA
BLS3940	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Avenella flexuosa	leaf_area_cm2	0.5498000000000001	NA	NA	NA	NA
BLS3940	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Avenella flexuosa	leaf_thickness_mm	0.1993333333333333	NA	NA	NA	NA
BLS3940	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Avenella flexuosa	ldmc	0.29890109890109884	NA	NA	NA	NA
BLS3940	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Avenella flexuosa	sla_cm2_g	101.06617647058826	NA	NA	NA	NA
AFY2576	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Poa alpina	plant_height_cm	4.8	NA	NA	NA	NA
AFY2576	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Poa alpina	wet_mass_g	0.0461	NA	NA	NA	NA
AFY2576	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Poa alpina	dry_mass_g	0.0083	NA	NA	NA	NA
AFY2576	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Poa alpina	leaf_area_cm2	2.041	NA	NA	NA	NA
AFY2576	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Poa alpina	leaf_thickness_mm	0.22066666666666668	NA	NA	NA	NA
AFY2576	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Poa alpina	ldmc	0.18004338394793926	NA	NA	NA	NA
AFY2576	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Poa alpina	sla_cm2_g	245.9036144578313	NA	NA	NA	NA
AOC5819	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Avenella flexuosa	plant_height_cm	7.5	NA	NA	NA	NA
AOC5819	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Avenella flexuosa	wet_mass_g	0.01304	NA	NA	NA	NA
AOC5819	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Avenella flexuosa	dry_mass_g	0.0038	NA	NA	NA	NA
AOC5819	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Avenella flexuosa	leaf_area_cm2	0.4342	NA	NA	NA	NA
AOC5819	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Avenella flexuosa	leaf_thickness_mm	0.30433333333333334	NA	NA	NA	NA
AOC5819	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Avenella flexuosa	ldmc	0.29141104294478526	NA	NA	NA	NA
AOC5819	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Avenella flexuosa	sla_cm2_g	114.26315789473684	NA	NA	NA	NA
AGC1068	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Bistorta vivipara	plant_height_cm	6.8	NA	NA	NA	NA
AGC1068	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Bistorta vivipara	wet_mass_g	0.04405	NA	NA	NA	NA
AGC1068	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Bistorta vivipara	dry_mass_g	0.0079	NA	NA	NA	NA
AGC1068	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Bistorta vivipara	leaf_area_cm2	1.552	NA	NA	NA	NA
AGC1068	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Bistorta vivipara	leaf_thickness_mm	0.225	NA	NA	NA	NA
AGC1068	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Bistorta vivipara	ldmc	0.17934165720771852	NA	NA	NA	NA
AGC1068	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Bistorta vivipara	sla_cm2_g	196.45569620253164	NA	NA	NA	NA
BNE7159	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Agrostis capillaris	plant_height_cm	10.1	NA	NA	NA	NA
BNE7159	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Agrostis capillaris	wet_mass_g	0.01123333333333333	NA	NA	NA	NA
BNE7159	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Agrostis capillaris	dry_mass_g	0.00256666666666666	NA	NA	NA	NA
BNE7159	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Agrostis capillaris	leaf_area_cm2	0.8029999999999999	NA	NA	NA	NA
BNE7159	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Agrostis capillaris	leaf_thickness_mm	0.151	NA	NA	NA	NA
BNE7159	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Agrostis capillaris	ldmc	0.228486646884273	NA	NA	NA	NA
BNE7159	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Agrostis capillaris	sla_cm2_g	312.85714285714283	NA	NA	NA	NA
CQX6296	2022-07-24	Ulvehaugen	1208	Ulv_6	W	3	Anthoxanthum odoratum	plant_height_cm	13.7	NA	NA	NA	NA
CQX6296	2022-07-24	Ulvehaugen	1208	Ulv_6	W	3	Anthoxanthum odoratum	wet_mass_g	0.02905	NA	NA	NA	NA
CQX6296	2022-07-24	Ulvehaugen	1208	Ulv_6	W	3	Anthoxanthum odoratum	dry_mass_g	0.00785	NA	NA	NA	NA
CQX6296	2022-07-24	Ulvehaugen	1208	Ulv_6	W	3	Anthoxanthum odoratum	leaf_area_cm2	2.189	NA	NA	NA	NA
CQX6296	2022-07-24	Ulvehaugen	1208	Ulv_6	W	3	Anthoxanthum odoratum	leaf_thickness_mm	0.12633333333333335	NA	NA	NA	NA
CQX6296	2022-07-24	Ulvehaugen	1208	Ulv_6	W	3	Anthoxanthum odoratum	ldmc	0.270223752151463	NA	NA	NA	NA
CQX6296	2022-07-24	Ulvehaugen	1208	Ulv_6	W	3	Anthoxanthum odoratum	sla_cm2_g	278.8535031847134	NA	NA	NA	NA
AOS3873	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Anthoxanthum odoratum	plant_height_cm	8.1	NA	NA	low overlapping folded leaves	area < expected
AOS3873	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Anthoxanthum odoratum	wet_mass_g	0.01995	NA	NA	low overlapping folded leaves	area < expected
AOS3873	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Anthoxanthum odoratum	dry_mass_g	0.00605	NA	NA	low overlapping folded leaves	area < expected
AOS3873	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Anthoxanthum odoratum	leaf_area_cm2	1.476	NA	NA	low overlapping folded leaves	area < expected
AOS3873	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Anthoxanthum odoratum	leaf_thickness_mm	0.15066666666666667	NA	NA	low overlapping folded leaves	area < expected
AOS3873	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Anthoxanthum odoratum	ldmc	0.3032581453634085	NA	NA	low overlapping folded leaves	area < expected
AOS3873	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Anthoxanthum odoratum	sla_cm2_g	243.96694214876032	NA	NA	low overlapping folded leaves	area < expected
ANY0699	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Alchemilla sp	plant_height_cm	3.4	NA	NA	NA	NA
ANY0699	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Alchemilla sp	wet_mass_g	0.1487	NA	NA	NA	NA
ANY0699	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Alchemilla sp	dry_mass_g	0.0319	NA	NA	NA	NA
ANY0699	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Alchemilla sp	leaf_area_cm2	7.7865	NA	NA	NA	NA
ANY0699	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Alchemilla sp	leaf_thickness_mm	0.18533333333333332	NA	NA	NA	NA
ANY0699	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Alchemilla sp	ldmc	0.21452589105581707	NA	NA	NA	NA
ANY0699	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Alchemilla sp	sla_cm2_g	244.09090909090912	NA	NA	NA	NA
BMV1369	2022-07-24	Ulvehaugen	1208	Ulv_6	W	3	Alchemilla sp	plant_height_cm	6	NA	NA	NA	NA
BMV1369	2022-07-24	Ulvehaugen	1208	Ulv_6	W	3	Alchemilla sp	wet_mass_g	0.07225	NA	NA	NA	NA
BMV1369	2022-07-24	Ulvehaugen	1208	Ulv_6	W	3	Alchemilla sp	dry_mass_g	0.0149	NA	NA	NA	NA
BMV1369	2022-07-24	Ulvehaugen	1208	Ulv_6	W	3	Alchemilla sp	leaf_area_cm2	3.759	NA	NA	NA	NA
BMV1369	2022-07-24	Ulvehaugen	1208	Ulv_6	W	3	Alchemilla sp	leaf_thickness_mm	0.16	NA	NA	NA	NA
BMV1369	2022-07-24	Ulvehaugen	1208	Ulv_6	W	3	Alchemilla sp	ldmc	0.20622837370242217	NA	NA	NA	NA
BMV1369	2022-07-24	Ulvehaugen	1208	Ulv_6	W	3	Alchemilla sp	sla_cm2_g	252.28187919463087	NA	NA	NA	NA
CRE0790	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Viola biflora	plant_height_cm	4.3	NA	NA	NA	NA
CRE0790	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Viola biflora	wet_mass_g	0.01966666666666666	NA	NA	NA	NA
CRE0790	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Viola biflora	dry_mass_g	0.00261666666666666	NA	NA	NA	NA
CRE0790	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Viola biflora	leaf_area_cm2	1.1086666666666667	NA	NA	NA	NA
CRE0790	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Viola biflora	leaf_thickness_mm	0.15466666666666667	NA	NA	NA	NA
CRE0790	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Viola biflora	ldmc	0.1330508474576271	NA	NA	NA	NA
CRE0790	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Viola biflora	sla_cm2_g	423.6942675159236	NA	NA	NA	NA
CQW1256	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Sibbaldia procumbens	plant_height_cm	7	NA	NA	NA	NA
CQW1256	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Sibbaldia procumbens	wet_mass_g	0.04255	NA	NA	NA	NA
CQW1256	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Sibbaldia procumbens	dry_mass_g	0.0108	NA	NA	NA	NA
CQW1256	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Sibbaldia procumbens	leaf_area_cm2	2.213	NA	NA	NA	NA
CQW1256	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Sibbaldia procumbens	leaf_thickness_mm	0.1363333333333333	NA	NA	NA	NA
CQW1256	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Sibbaldia procumbens	ldmc	0.2538190364277321	NA	NA	NA	NA
CQW1256	2022-07-24	Ulvehaugen	1208	Ulv_6	W	2	Sibbaldia procumbens	sla_cm2_g	204.9074074074074	NA	NA	NA	NA
ANT6922	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Agrostis capillaris	plant_height_cm	2.5	NA	NA	NA	NA
ANT6922	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Agrostis capillaris	wet_mass_g	0.01106666666666666	NA	NA	NA	NA
ANT6922	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Agrostis capillaris	dry_mass_g	0.00303333333333333	NA	NA	NA	NA
ANT6922	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Agrostis capillaris	leaf_area_cm2	0.7506666666666666	NA	NA	NA	NA
ANT6922	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Agrostis capillaris	leaf_thickness_mm	0.13166666666666668	NA	NA	NA	NA
ANT6922	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Agrostis capillaris	ldmc	0.2740963855421687	NA	NA	NA	NA
ANT6922	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Agrostis capillaris	sla_cm2_g	247.47252747252745	NA	NA	NA	NA
BNX0172	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Poa alpina	plant_height_cm	5	NA	NA	NA	NA
BNX0172	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Poa alpina	wet_mass_g	0.0266	NA	NA	NA	NA
BNX0172	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Poa alpina	dry_mass_g	0.007	NA	NA	NA	NA
BNX0172	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Poa alpina	leaf_area_cm2	1.358	NA	NA	NA	NA
BNX0172	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Poa alpina	leaf_thickness_mm	0.21233333333333335	NA	NA	NA	NA
BNX0172	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Poa alpina	ldmc	0.26315789473684215	NA	NA	NA	NA
BNX0172	2022-07-24	Ulvehaugen	1208	Ulv_6	C	1	Poa alpina	sla_cm2_g	194	NA	NA	NA	NA
ANG5179	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Anthoxanthum odoratum	plant_height_cm	8	NA	NA	NA	NA
ANG5179	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Anthoxanthum odoratum	wet_mass_g	0.014	NA	NA	NA	NA
ANG5179	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Anthoxanthum odoratum	dry_mass_g	0.0037	NA	NA	NA	NA
ANG5179	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Anthoxanthum odoratum	leaf_area_cm2	1.1105	NA	NA	NA	NA
ANG5179	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Anthoxanthum odoratum	leaf_thickness_mm	0.10266666666666668	NA	NA	NA	NA
ANG5179	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Anthoxanthum odoratum	ldmc	0.2642857142857143	NA	NA	NA	NA
ANG5179	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Anthoxanthum odoratum	sla_cm2_g	300.13513513513516	NA	NA	NA	NA
CSV2097	2022-07-24	Ulvehaugen	1208	Ulv_1	C	2	Achillea millefolium	plant_height_cm	1.0699999999999998	NA	NA	NA	NA
CSV2097	2022-07-24	Ulvehaugen	1208	Ulv_1	C	2	Achillea millefolium	wet_mass_g	0.0591	NA	NA	NA	NA
CSV2097	2022-07-24	Ulvehaugen	1208	Ulv_1	C	2	Achillea millefolium	dry_mass_g	0.0117	NA	NA	NA	NA
CSV2097	2022-07-24	Ulvehaugen	1208	Ulv_1	C	2	Achillea millefolium	leaf_area_cm2	2.139	NA	NA	NA	NA
CSV2097	2022-07-24	Ulvehaugen	1208	Ulv_1	C	2	Achillea millefolium	leaf_thickness_mm	0.153	NA	NA	NA	NA
CSV2097	2022-07-24	Ulvehaugen	1208	Ulv_1	C	2	Achillea millefolium	ldmc	0.19796954314720813	NA	NA	NA	NA
CSV2097	2022-07-24	Ulvehaugen	1208	Ulv_1	C	2	Achillea millefolium	sla_cm2_g	182.8205128205128	NA	NA	NA	NA
CQZ6604	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Anthoxanthum odoratum	plant_height_cm	10	NA	NA	NA	NA
CQZ6604	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Anthoxanthum odoratum	wet_mass_g	0.0203	NA	NA	NA	NA
CQZ6604	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Anthoxanthum odoratum	dry_mass_g	0.0058	NA	NA	NA	NA
CQZ6604	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Anthoxanthum odoratum	leaf_area_cm2	1.6255	NA	NA	NA	NA
CQZ6604	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Anthoxanthum odoratum	leaf_thickness_mm	0.10833333333333334	NA	NA	NA	NA
CQZ6604	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Anthoxanthum odoratum	ldmc	0.2857142857142857	NA	NA	NA	NA
CQZ6604	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Anthoxanthum odoratum	sla_cm2_g	280.2586206896552	NA	NA	NA	NA
AFZ6514	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Viola biflora	plant_height_cm	4.5	NA	NA	NA	NA
AFZ6514	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Viola biflora	wet_mass_g	0.0798	NA	NA	NA	NA
AFZ6514	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Viola biflora	dry_mass_g	0.0117	NA	NA	NA	NA
AFZ6514	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Viola biflora	leaf_area_cm2	4.412	NA	NA	NA	NA
AFZ6514	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Viola biflora	leaf_thickness_mm	0.135	NA	NA	NA	NA
AFZ6514	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Viola biflora	ldmc	0.14661654135338348	NA	NA	NA	NA
AFZ6514	2022-07-24	Ulvehaugen	1208	Ulv_6	C	3	Viola biflora	sla_cm2_g	377.0940170940171	NA	NA	NA	NA
BNH9387	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Poa pratensis	plant_height_cm	5.5	NA	NA	NA	NA
BNH9387	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Poa pratensis	wet_mass_g	0.02993333333333333	NA	NA	NA	NA
BNH9387	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Poa pratensis	dry_mass_g	0.0083	NA	NA	NA	NA
BNH9387	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Poa pratensis	leaf_area_cm2	1.505	NA	NA	NA	NA
BNH9387	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Poa pratensis	leaf_thickness_mm	0.18433333333333332	NA	NA	NA	NA
BNH9387	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Poa pratensis	ldmc	0.27728285077951	NA	NA	NA	NA
BNH9387	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Poa pratensis	sla_cm2_g	181.32530120481923	NA	NA	NA	NA
BLO2090	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Alchemilla sp	plant_height_cm	6.7	NA	NA	NA	NA
BLO2090	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Alchemilla sp	wet_mass_g	0.28533333333333333	NA	NA	NA	NA
BLO2090	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Alchemilla sp	dry_mass_g	0.05866666666666666	NA	NA	NA	NA
BLO2090	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Alchemilla sp	leaf_area_cm2	14.522666666666666	NA	NA	NA	NA
BLO2090	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Alchemilla sp	leaf_thickness_mm	0.18966666666666668	NA	NA	NA	NA
BLO2090	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Alchemilla sp	ldmc	0.205607476635514	NA	NA	NA	NA
BLO2090	2022-07-24	Ulvehaugen	1208	Ulv_6	W	1	Alchemilla sp	sla_cm2_g	247.54545454545453	NA	NA	NA	NA
BNA0811	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Viola biflora	plant_height_cm	4.5	NA	NA	NA	NA
BNA0811	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Viola biflora	wet_mass_g	0.06885	NA	NA	NA	NA
BNA0811	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Viola biflora	dry_mass_g	0.0099	NA	NA	NA	NA
BNA0811	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Viola biflora	leaf_area_cm2	3.986	NA	NA	NA	NA
BNA0811	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Viola biflora	leaf_thickness_mm	0.14566666666666667	NA	NA	NA	NA
BNA0811	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Viola biflora	ldmc	0.14379084967320263	NA	NA	NA	NA
BNA0811	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Viola biflora	sla_cm2_g	402.6262626262626	NA	NA	NA	NA
ANS1586	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Carex bigelowii	plant_height_cm	4.8	NA	NA	NA	NA
ANS1586	2022-07-24	Ulvehaugen	1208	Ulv_6	C	2	Carex bigelowii	wet_mass_g	0.02145	NA	NA	NA	NA
